Fecha,Pais,Presidente,Orden,Discurso,Oracion,TextoProcesado,PalabrasEliminadas,Clasificacion,Valoracion,Clasificacion2,Valoracion2,PalabrasFrecuentes,PalabrasFrecuentes2
2023,Argentina,Javier Milei,63,Argentina_2023_Javier_Milei.pdf,"En materia de seguridad, Argentina, se ha convertido en un baño de sangre; los delincuentes caminan libres, mientras los argentinos de bien se encierran tras las rejas.",materia seguridad argentina convertido baño sangre delincuentes caminan libres mientras argentinos bien encierran tras rejas,"{en, de, se, ha, en, un, de, los, los, de, se, las}",Positivo,0.34,Neutral,0.0,"['de', ',', 'el']","['materio', 'seguridad', 'argentino']"
2023,Argentina,Javier Milei,64,Argentina_2023_Javier_Milei.pdf,"El narcotráfico se apoderó lentamente, de nuestras calles, a punto tal que una de las c iudades más importante de nuestro país, ha sido secuestrada por los narcos y el nivel de deterioro de nuestro país es tal que abarca todas les esferas de la vida en comunidad.",narcotráfico apoderó lentamente calles punto tal c iudades importante país sido secuestrada narcos nivel deterioro país tal abarca todas esferas vida comunidad,"{el, se, de, nuestras, a, que, una, de, las, más, de, nuestro, ha, por, los, y, el, de, de, nuestro, es, que, les, de, la, en}",Positivo,0.34,Neutral,0.0,"['de', 'el', ',']","['tal', 'país', 'narcotráfico']"
2023,Argentina,Javier Milei,65,Argentina_2023_Javier_Milei.pdf,"En materia de seguridad, Argentina, se ha convertido en un baño de sangre; los delincuentes caminan libres, mientras los argentinos de bien se encierran tras las rejas.",materia seguridad argentina convertido baño sangre delincuentes caminan libres mientras argentinos bien encierran tras rejas,"{en, de, se, ha, en, un, de, los, los, de, se, las}",Positivo,0.34,Neutral,0.0,"['de', ',', 'el']","['materio', 'seguridad', 'argentino']"
2023,Argentina,Javier Milei,66,Argentina_2023_Javier_Milei.pdf,"El narcotráfico se apoderó lentamente, de nuestras calles, a punto tal que una de las c iudades más importante, de nuestro país, ha sido secuestrada por los narcos y nuestras fuerzas de seguridad han sido humilladas y maltratadas, durante décadas; han sido abandonados por una clase política, que le ha dado la espalda a quienes nos cuidan.",narcotráfico apoderó lentamente calles punto tal c iudades importante país sido secuestrada narcos fuerzas seguridad sido humilladas maltratadas décadas sido abandonados clase política dado espalda cuidan,"{el, se, de, nuestras, a, que, una, de, las, más, de, nuestro, ha, por, los, y, nuestras, de, han, y, durante, han, por, una, que, le, ha, la, a, quienes, nos}",Positivo,0.5859,Neutral,0.0,"[',', 'el', 'de']","['ser', 'narcotráfico', 'apoderar']"
2023,Argentina,Javier Milei,67,Argentina_2023_Javier_Milei.pdf,"La anomia es tal, que sólo el 3 por ciento de los delitos, son condenados; se acabó con el “siga, siga” de los delincuentes.",anomia tal sólo 3 ciento delitos condenados acabó siga siga delincuentes,"{la, es, que, el, por, de, los, son, se, con, el, de, los}",Neutral,0.0,Neutral,0.0,"['el', ',', 'ser']","['seguir', 'anomia', 'tal']"
2023,Argentina,Javier Milei,68,Argentina_2023_Javier_Milei.pdf,(APLAUSOS).,aplausos,{},Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']",['aplauso']
2023,Argentina,Javier Milei,69,Argentina_2023_Javier_Milei.pdf,"En material social estamos recibiendo un país, donde la mitad es pobre, con el tejido social completamente roto.",material social recibiendo país mitad pobre tejido social completamente roto,"{en, estamos, un, donde, la, es, con, el}",Neutral,0.0,Neutral,0.0,"['social', ',', 'el']","['social', 'material', 'recibir']"
2023,Argentina,Javier Milei,70,Argentina_2023_Javier_Milei.pdf,"Así, más de 20 millones de argentinos no pueden vivir una vida digna porque son presos de un sistema, que lo único que genera es más pobreza.",así 20 millones argentinos pueden vivir vida digna presos sistema único genera pobreza,"{más, de, de, no, una, porque, son, de, un, que, lo, que, es, más}",Negativo,-0.296,Neutral,0.0,"['de', ',', 'más']","['así', '20', 'millón']"
2023,Argentina,Javier Milei,71,Argentina_2023_Javier_Milei.pdf,C omo dice el gran Jesús Huerta de Soto: “los planes contra la pobreza generan más pobreza”.,c omo dice gran jesús huerta soto planes pobreza generan pobreza,"{el, de, los, contra, la, más}",Neutral,0.0,Neutral,0.0,"['el', 'pobreza', 'C']","['pobreza', 'c', 'omo']"
2023,Argentina,Javier Milei,72,Argentina_2023_Javier_Milei.pdf,La única forma de salir de la pobreza es con más libertad.,única forma salir pobreza libertad,"{la, de, de, la, es, con, más}",Neutral,0.0,Neutral,0.0,"['el', 'de', 'único']","['único', 'forma', 'salir']"
2023,Argentina,Javier Milei,73,Argentina_2023_Javier_Milei.pdf,(APLAUSOS).,aplausos,{},Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']",['aplauso']
2023,Argentina,Javier Milei,74,Argentina_2023_Javier_Milei.pdf,"Al mismo tiempo, 6 millones de chicos – hoy a la noche – se irán a dormir con hambre; algunos caminan descalzo por la calle y otros cayeron en la droga.",mismo tiempo 6 millones chicos hoy noche irán dormir hambre caminan descalzo calle cayeron droga,"{al, de, a, la, se, a, con, algunos, por, la, y, otros, en, la}",Neutral,0.0,Neutral,0.0,"['el', '–', 'a']","['mismo', 'tiempo', '6']"
2023,Argentina,Javier Milei,75,Argentina_2023_Javier_Milei.pdf,"Lo mismo ocurre, en materia educativa; para que tengan idea del deterioro, que vivimos, sólo el 16 por ciento, de nuestros chicos, se reciben – en tiempo y forma – en la escuela.",mismo ocurre materia educativa idea deterioro vivimos sólo 16 ciento chicos reciben tiempo forma escuela,"{lo, en, para, que, tengan, del, que, el, por, de, nuestros, se, en, y, en, la}",Neutral,0.0,Neutral,0.0,"[',', 'en', 'él']","['mismo', 'ocurrir', 'materia']"
2023,Argentina,Javier Milei,76,Argentina_2023_Javier_Milei.pdf,"Sólo el 16 por ciento, repito, sólo 16 de cada 100.",sólo 16 ciento repito sólo 16 cada 100,"{el, por, de}",Neutral,0.0,Neutral,0.0,"['sólo', '16', ',']","['sólo', '16', 'ciento']"
2023,Argentina,Javier Milei,77,Argentina_2023_Javier_Milei.pdf,"Es decir que el 84 por ci ento de nuestros chicos no termina la escuela, en tiempo y forma.",decir 84 ci ento chicos termina escuela tiempo forma,"{es, que, el, por, de, nuestros, no, la, en, y}",Negativo,-0.296,Neutral,0.0,"['el', 'es', 'decir']","['decir', '84', 'ci']"
2023,Argentina,Javier Milei,78,Argentina_2023_Javier_Milei.pdf,A su vez el 60 por ciento de los chicos - que sí terminan la escuela - no pueden resolver un problema de Matemática básica o comprender un texto.,vez 60 ciento chicos terminan escuela pueden resolver problema matemática básica comprender texto,"{a, su, el, por, de, los, que, sí, la, no, un, de, o, un}",Negativo,-0.128,Positivo,0.1779,"['el', 'de', '-']","['vez', '60', 'ciento']"
2023,Argentina,Javier Milei,79,Argentina_2023_Javier_Milei.pdf,"De hecho, en las últimas evaluación Pisa, la Argentina se encuentra en el puesto 66, de 81 y séptima, en América Latina, siendo que Argentina fue el primer país en terminar con el analfabetismo, en el mundo.",hecho últimas evaluación pisa argentina encuentra puesto 66 81 séptima américa latina siendo argentina primer país terminar analfabetismo mundo,"{de, en, las, la, se, en, el, de, y, en, que, fue, el, en, con, el, en, el}",Neutral,0.0,Neutral,0.0,"[',', 'el', 'en']","['argentino', 'hecho', 'último']"
2023,Argentina,Javier Milei,80,Argentina_2023_Javier_Milei.pdf,Si se levantara Sarmiento y viera lo qué hiciero n de la educación.,si levantara sarmiento viera hiciero n educación,"{se, y, lo, qué, de, la}",Neutral,0.0,Neutral,0.0,"['él', 'si', 'levantar']","['si', 'levantar', 'sarmiento']"
2023,Argentina,Javier Milei,81,Argentina_2023_Javier_Milei.pdf,"En materia de salud, el sistema se encuentra completamente colapsado, pues los hospitales están destruidos; los médicos cobran una miseria y los argentinos no tienen acceso a salud básica.",materia salud sistema encuentra completamente colapsado pues hospitales destruidos médicos cobran miseria argentinos acceso salud básica,"{en, de, el, se, los, están, los, una, y, los, no, tienen, a}",Negativo,-0.296,Neutral,0.0,"['el', 'salud', ',']","['salud', 'materia', 'sistema']"
2023,Argentina,Javier Milei,82,Argentina_2023_Javier_Milei.pdf,"Tan es así, que - durante la pandemia - si los argentinos hubiéramo s hecho las cosas como la media de los países, no hubiéramos tenido 30 mil muertos, pero gracias al “Estado te cuida” y su ineficiencia 130.000 argentinos perdieron la vida.",tan así pandemia si argentinos hubiéramo s hecho cosas media países 30 mil muertos gracias cuida ineficiencia argentinos perdieron vida,"{es, que, durante, la, los, las, como, la, de, los, no, hubiéramos, tenido, pero, al, estado, te, y, su, la}",Negativo,-0.296,Neutral,0.0,"['el', ',', '-']","['argentino', 'tanto', 'así']"
2023,Argentina,Javier Milei,83,Argentina_2023_Javier_Milei.pdf,"Ese es el Estado presente, del que los políticos tanto hablan, argumento que utilizan para justificar el aumento descomunal del gasto público, que sólo los beneficia a ellos.",presente políticos hablan argumento utilizan justificar aumento descomunal gasto público sólo beneficia,"{ese, es, el, estado, del, que, los, tanto, que, para, el, del, que, los, a, ellos}",Neutral,0.0,Neutral,0.0,"['el', ',', 'que']","['presente', 'político', 'hablar']"
2023,Argentina,Javier Milei,84,Argentina_2023_Javier_Milei.pdf,"En todas las esferas – miren dónde miren – la situación, de la Argentina es de em ergencia.",todas esferas miren dónde miren situación argentina em ergencia,"{en, las, la, de, la, es, de}",Neutral,0.0,Neutral,0.0,"['el', '–', 'mirar']","['mirar', 'todo', 'esfera']"
2023,Argentina,Javier Milei,85,Argentina_2023_Javier_Milei.pdf,"Si miramos la infraestructura, de nuestro país, la situación es la misma, pues sólo el 16 por ciento, de nuestras rutas, se encuentran asfaltadas y sólo el 11 por ciento se encuentra en buen estado.",si miramos infraestructura país situación misma pues sólo 16 ciento rutas encuentran asfaltadas sólo 11 ciento encuentra buen,"{la, de, nuestro, la, es, la, el, por, de, nuestras, se, y, el, por, se, en, estado}",Neutral,0.0,Neutral,0.0,"['el', ',', 'de']","['sólo', 'ciento', 'encontrar']"
2023,Argentina,Javier Milei,86,Argentina_2023_Javier_Milei.pdf,"Por eso, no es casualidad que mueran 15.000 argentinos, p or año, en accidentes de tránsito.",casualidad mueran argentinos p or año accidentes tránsito,"{por, eso, no, es, que, en, de}",Negativo,-0.296,Neutral,0.0,"[',', 'por', 'ese']","['casualidad', 'morir', 'argentino']"
2023,Argentina,Javier Milei,87,Argentina_2023_Javier_Milei.pdf,"Lo que quiero graficar con todo esto es que la situación, de la Argentina, es crítica y de emergencia.",quiero graficar situación argentina crítica emergencia,"{lo, que, con, todo, esto, es, que, la, de, la, es, y, de}",Neutral,0.0,Neutral,0.0,"['que', 'ser', 'el']","['querer', 'graficar', 'situación']"
2023,Argentina,Javier Milei,88,Argentina_2023_Javier_Milei.pdf,"No tenemos alternativas ni tampoco tenemos tiempo; no tenemos márgenes para discusiones estériles, pues nuestro país exige acción y una acción inmediata.",alternativas tampoco tiempo márgenes discusiones estériles pues país exige acción acción inmediata,"{no, tenemos, ni, tenemos, no, tenemos, para, nuestro, y, una}",Negativo,-0.5267,Neutral,0.0,"['tener', 'no', 'acción']","['acción', 'alternativa', 'tampoco']"
2023,Argentina,Javier Milei,89,Argentina_2023_Javier_Milei.pdf,"La clase política deja un país al borde de la crisis más profunda, de nuestra historia; cada uno de ellos tendrá que hacerse cargo de su propia responsabilidad.",clase política deja país borde crisis profunda historia cada hacerse cargo propia responsabilidad,"{la, un, al, de, la, más, de, nuestra, uno, de, ellos, tendrá, que, de, su}",Negativo,-0.6249,Negativo,-0.6249,"['de', 'el', 'uno']","['clase', 'político', 'dejar']"
2023,Argentina,Javier Milei,90,Argentina_2023_Javier_Milei.pdf,No es tarea mía señalarlos.,tarea señalarlos,"{no, es, mía}",Negativo,-0.296,Neutral,0.0,"['no', 'ser', 'tarea']","['tarea', 'señalarlo']"
2023,Argentina,Javier Milei,91,Argentina_2023_Javier_Milei.pdf,"No buscamos ni deseamos las duras decisiones, que habrá que tomar, en las próximas semanas, pero – lamentablemente – no nos han dejado opción.",buscamos deseamos duras decisiones tomar próximas semanas lamentablemente dejado opción,"{no, ni, las, que, habrá, que, en, las, pero, no, nos, han}",Negativo,-0.5267,Neutral,0.0,"[',', 'no', 'el']","['buscar', 'desear', 'duro']"
2023,Argentina,Javier Milei,92,Argentina_2023_Javier_Milei.pdf,"Sin embargo, nuestro compromiso con los argentinos es inalterable.",embargo compromiso argentinos inalterable,"{sin, nuestro, con, los, es}",Negativo,-0.5574,Neutral,0.0,"['sin', 'embargo', ',']","['embargo', 'compromiso', 'argentino']"
2023,Argentina,Javier Milei,93,Argentina_2023_Javier_Milei.pdf,"Vamos a tomar todas las decisiones necesarias para arreglar el problema, que causaron 100 años de despilfarro de la clase política, aún – cuando al principio – sea duro.",vamos tomar todas decisiones necesarias arreglar problema causaron 100 años despilfarro clase política aún principio duro,"{a, las, para, el, que, de, de, la, cuando, al, sea}",Neutral,0.0,Neutral,0.0,"['el', ',', 'de']","['ir', 'tomar', 'todo']"
2023,Argentina,Javier Milei,94,Argentina_2023_Javier_Milei.pdf,(APLAUSOS).,aplausos,{},Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']",['aplauso']
2023,Argentina,Javier Milei,95,Argentina_2023_Javier_Milei.pdf,"Sabemos que – en el corto plazo – la situación empeorará, pero luego veremos los frutos de nuestro esfuerzo habiendo creado las bases de un crecimiento sólido y sostenible en el tiempo.",sabemos corto plazo situación empeorará luego veremos frutos esfuerzo creado bases crecimiento sólido sostenible tiempo,"{que, en, el, la, pero, los, de, nuestro, habiendo, las, de, un, y, en, el}",Neutral,0.0,Neutral,0.0,"['el', '–', 'en']","['saber', 'corto', 'plazo']"
2023,Argentina,Javier Milei,96,Argentina_2023_Javier_Milei.pdf,"También sabemos, que no todo está perdido; los desafíos que tenemos so n enormes, pero también lo es nuestra capacidad para superarlos.",sabemos perdido desafíos so n enormes capacidad superarlos,"{también, que, no, todo, está, los, que, tenemos, pero, también, lo, es, nuestra, para}",Negativo,-0.296,Neutral,0.0,"['también', ',', 'que']","['saber', 'perdido', 'desafío']"
2023,Argentina,Javier Milei,97,Argentina_2023_Javier_Milei.pdf,"No va a ser fácil, ya que 100 años de fracaso no se deshacen en un día, pero un día empieza.",va ser fácil 100 años fracaso deshacen día día empieza,"{no, a, ya, que, de, no, se, en, un, pero, un}",Negativo,-0.5267,Neutral,0.0,"['no', ',', 'uno']","['día', 'ir', 'ser']"
2023,Argentina,Javier Milei,98,Argentina_2023_Javier_Milei.pdf,Y hoy es ese día.,hoy día,"{y, es, ese}",Neutral,0.0,Neutral,0.0,"['y', 'hoy', 'ser']","['hoy', 'día']"
2023,Argentina,Javier Milei,99,Argentina_2023_Javier_Milei.pdf,(APLAUSOS).,aplausos,{},Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']",['aplauso']
2023,Argentina,Javier Milei,100,Argentina_2023_Javier_Milei.pdf,Hoy empezamos a desandar el camino de la decadencia y comenzamos a transitar el camino de la prosperidad.,hoy empezamos desandar camino decadencia comenzamos transitar camino prosperidad,"{a, el, de, la, y, a, el, de, la}",Neutral,0.0,Neutral,0.0,"['el', 'a', 'camino']","['camino', 'hoy', 'empezar']"
2023,Argentina,Javier Milei,101,Argentina_2023_Javier_Milei.pdf,"Tenemos todo para ser el país, que siempre soñamos: tenemos los recursos, tenemos la gente, tenemos la creatividad y mucho más importante tenemos la r esiliencia para salir adelante.",ser país siempre soñamos recursos gente creatividad importante r esiliencia salir adelante,"{tenemos, todo, para, el, que, tenemos, los, tenemos, la, tenemos, la, y, mucho, más, tenemos, la, para}",Neutral,0.0,Neutral,0.0,"['tener', 'el', ',']","['ser', 'país', 'siempre']"
2023,Argentina,Javier Milei,102,Argentina_2023_Javier_Milei.pdf,"Hoy volvemos a abrazar las ideas de la libertad, esas ideas que se resumen en la definición de liberalismo de nuestro máximo prócer de las ideas de la libertad, el profesor Alberto Benegas Lich, hijo, que dice: “el liberalismo es el respeto irrestricto del  proyecto de vida del prójimo, basado en el principio de no agresión, en defensa del derecho a la vida, a la libertad y a la propiedad, cuyas instituciones fundamentales son: la propiedad privada, los mercados libres de intervención estatal, la libre compe tencia, la división del trabajo y la cooperación social” .",hoy volvemos abrazar ideas libertad ideas resumen definición liberalismo máximo prócer ideas libertad profesor alberto benegas lich hijo dice liberalismo respeto irrestricto proyecto vida prójimo basado principio agresión defensa derecho vida libertad propiedad cuyas instituciones fundamentales propiedad privada mercados libres intervención estatal libre compe tencia división trabajo cooperación social,"{a, las, de, la, esas, que, se, en, la, de, de, nuestro, de, las, de, la, el, que, el, es, el, del, de, del, en, el, de, no, en, del, a, la, a, la, y, a, la, son, la, los, de, la, la, del, y, la}",Negativo,-0.296,Neutral,0.0,"['el', ',', 'de']","['idea', 'libertad', 'liberalismo']"
2023,Argentina,Javier Milei,103,Argentina_2023_Javier_Milei.pdf,"En esa frase - de 57 palabras – está resumida la esencia del nuevo contrato social, que eligieron los argentinos.",frase 57 palabras resumida esencia nuevo contrato social eligieron argentinos,"{en, esa, de, está, la, del, que, los}",Neutral,0.0,Neutral,0.0,"['el', 'en', 'ese']","['frase', '57', 'palabra']"
2023,Argentina,Javier Milei,104,Argentina_2023_Javier_Milei.pdf,"(APLAUSOS)  Este nuevo contrato social nos propone un país distinto, un país en el que el Estado no dirija nuestras vidas, sino que vele por nuestros derechos; un país en el que las hace… las paga.",aplausos nuevo contrato social propone país distinto país dirija vidas sino vele derechos país paga,"{este, nos, un, un, en, el, que, el, estado, no, nuestras, que, por, nuestros, un, en, el, que, las, las}",Negativo,-0.296,Neutral,0.0,"['el', 'uno', 'país']","['país', 'aplauso', 'nuevo']"
2023,Argentina,Javier Milei,105,Argentina_2023_Javier_Milei.pdf,(APLAUSOS).,aplausos,{},Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']",['aplauso']
2023,Argentina,Javier Milei,106,Argentina_2023_Javier_Milei.pdf,"Además, un país, en el que corta la calle – violando los d erechos de sus conciudadanos – no recibe la asistencia de la sociedad.",además país corta calle violando d erechos conciudadanos recibe asistencia sociedad,"{un, en, el, que, la, los, de, sus, no, la, de, la}",Negativo,-0.296,Neutral,0.0,"['el', ',', '–']","['además', 'país', 'cortar']"
2023,Argentina,Javier Milei,107,Argentina_2023_Javier_Milei.pdf,"Puesto en otros términos: el que corta, no cobra; un país, que dentro de la ley, permite todo, pero fuera de la ley no permite nada; un país que contiene a quienes lo necesitan, pero no  se deja extorsionar por aquellos que utilizan a quienes menos tienen para enriquecerse a ellos mismos.",puesto términos corta cobra país dentro ley permite ley permite país contiene necesitan deja extorsionar aquellos utilizan menos enriquecerse mismos,"{en, otros, el, que, no, un, que, de, la, todo, pero, fuera, de, la, no, nada, un, que, a, quienes, lo, pero, no, se, por, que, a, quienes, tienen, para, a, ellos}",Negativo,-0.6808,Neutral,0.0,"[',', 'que', 'el']","['país', 'ley', 'permitir']"
2023,Argentina,Javier Milei,108,Argentina_2023_Javier_Milei.pdf,(APLAUSOS).,aplausos,{},Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']",['aplauso']
2023,Argentina,Javier Milei,109,Argentina_2023_Javier_Milei.pdf,"En cuanto a la clase política argentina - quiero decirles - que no venimos a perseguir a nadie, no venimos a saldar viejas vendettas, ni a discutir espacios de poder.",cuanto clase política argentina quiero decirles venimos perseguir nadie venimos saldar viejas vendettas discutir espacios poder,"{en, a, la, que, no, a, a, no, a, ni, a, de}",Negativo,-0.5267,Neutral,0.0,"['a', '-', 'no']","['venir', 'cuanto', 'clase']"
2023,Argentina,Javier Milei,110,Argentina_2023_Javier_Milei.pdf,"Nuestro proyecto no es un proyecto de poder, nuestro proyecto es un proyecto de país; no pedimos acompañamiento ciego, pero no vamos a tolerar que la hipocresía, la deshonestidad, o la ambición de poder interfieran con el cambio, que los argentinos, elegimos.",proyecto proyecto poder proyecto proyecto país pedimos acompañamiento ciego vamos tolerar hipocresía deshonestidad ambición poder interfieran cambio argentinos elegimos,"{nuestro, no, es, un, de, nuestro, es, un, de, no, pero, no, a, que, la, la, o, la, de, con, el, que, los}",Negativo,-0.6808,Neutral,0.0,"[',', 'el', 'proyecto']","['proyecto', 'poder', 'país']"
2023,Argentina,Javier Milei,111,Argentina_2023_Javier_Milei.pdf,"A todos aquellos dirigentes políticos, sindicales y empresariales, que quieran sumarse a la nueva Argentina, los recibimos con los brazos abiertos.",aquellos dirigentes políticos sindicales empresariales quieran sumarse nueva argentina recibimos brazos abiertos,"{a, todos, y, que, a, la, los, con, los}",Neutral,0.0,Neutral,0.0,"[',', 'el', 'a']","['aquel', 'dirigente', 'político']"
2023,Argentina,Javier Milei,112,Argentina_2023_Javier_Milei.pdf,"Así no importa de dónde venga, no importa que hayan hecho antes, lo único que importa es hacía dónde quieren  ir.",así importa dónde venga importa hecho único importa hacía dónde quieren ir,"{no, de, no, que, hayan, antes, lo, que, es}",Negativo,-0.5267,Neutral,0.0,"['importar', 'no', 'dónde']","['importar', 'dónde', 'así']"
2023,Argentina,Javier Milei,113,Argentina_2023_Javier_Milei.pdf,"Aquellos, que quieren utilizar la violencia o lo extorsión para obstaculizar el cambio les decimos que se van a encontrar con un presidente de convicciones inamovibles, que utilizará todos los resortes del Estado para avanzar en los cambios que nuestro paí s necesita.",aquellos quieren utilizar violencia extorsión obstaculizar cambio decimos van encontrar presidente convicciones inamovibles utilizará resortes avanzar cambios paí s necesita,"{que, la, o, lo, para, el, les, que, se, a, con, un, de, que, todos, los, del, estado, para, en, los, que, nuestro}",Neutral,0.0,Neutral,0.0,"['que', 'el', 'él']","['utilizar', 'cambio', 'aquel']"
2023,Argentina,Javier Milei,114,Argentina_2023_Javier_Milei.pdf,"No vamos a claudicar, no vamos a retroceder, no nos vamos a rendir.",vamos claudicar vamos retroceder vamos rendir,"{no, a, no, a, no, nos, a}",Negativo,-0.6808,Neutral,0.0,"['no', 'ir', 'a']","['ir', 'claudicar', 'retroceder']"
2023,Argentina,Javier Milei,115,Argentina_2023_Javier_Milei.pdf,"Vamos a avanzar con los cambios, que el país necesita porque estamos seguros, que abrazas las ideas de la libertad es la única manera, en la que podremos salir del pozo, en el que nos han metido.",vamos avanzar cambios país necesita seguros abrazas ideas libertad única manera podremos salir pozo metido,"{a, con, los, que, el, porque, estamos, que, las, de, la, es, la, en, la, que, del, en, el, que, nos, han}",Neutral,0.0,Neutral,0.0,"['el', ',', 'que']","['ir', 'avanzar', 'cambio']"
2023,Argentina,Javier Milei,116,Argentina_2023_Javier_Milei.pdf,(APLAUSOS).,aplausos,{},Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']",['aplauso']
2023,Argentina,Javier Milei,117,Argentina_2023_Javier_Milei.pdf,"Por lo tanto, y para ir terminando, que quede claro: hoy comienza una nueva era, en la Argentina.",ir terminando quede claro hoy comienza nueva argentina,"{por, lo, tanto, y, para, que, una, era, en, la}",Neutral,0.0,Neutral,0.0,"[',', 'por', 'él']","['ir', 'terminar', 'quedar']"
2023,Argentina,Javier Milei,118,Argentina_2023_Javier_Milei.pdf,"El desafío, que tenemos por delante es titánico, pero la verdadera fortaleza, de un pueblo, se mide en cómo enfrentar  los desafíos, cuando se presentan.",desafío delante titánico verdadera fortaleza pueblo mide cómo enfrentar desafíos presentan,"{el, que, tenemos, por, es, pero, la, de, un, se, en, los, cuando, se}",Neutral,0.0,Neutral,0.0,"[',', 'el', 'desafío']","['desafío', 'delante', 'titánico']"
2023,Argentina,Javier Milei,119,Argentina_2023_Javier_Milei.pdf,"Y cada vez que creemos que nuestra capacidad para superar esos desafíos ha sido alcanzada, miramos al cielo, y recordamos que esa capacidad bien podría ser ilimitada.",cada vez creemos capacidad superar desafíos sido alcanzada miramos cielo recordamos capacidad bien podría ser ilimitada,"{y, que, que, nuestra, para, esos, ha, al, y, que, esa}",Positivo,0.34,Neutral,0.0,"['que', 'y', 'capacidad']","['capacidad', 'ser', 'cada']"
2023,Argentina,Javier Milei,120,Argentina_2023_Javier_Milei.pdf,"El desafío es enorme, pero lo afrontaremos con convic ción, trabajaremos sin descanso y llegaremos a destino.",desafío enorme afrontaremos convic ción trabajaremos descanso llegaremos destino,"{el, es, pero, lo, con, sin, y, a}",Negativo,-0.5574,Neutral,0.0,"[',', 'el', 'desafío']","['desafío', 'enorme', 'afrontar']"
2023,Argentina,Javier Milei,121,Argentina_2023_Javier_Milei.pdf,"No es casualidad, que esta inauguración presidencial ocurra, durante las fiestas de Hanukkah, la fiesta de la luz, ya que la misma celebra la verdadera esencia de la libertad.",casualidad inauguración presidencial ocurra fiestas hanukkah fiesta luz misma celebra verdadera esencia libertad,"{no, es, que, esta, durante, las, de, la, de, la, ya, que, la, la, de, la}",Positivo,0.5267,Positivo,0.6808,"['el', ',', 'de']","['fiesta', 'casualidad', 'inauguración']"
2023,Argentina,Javier Milei,122,Argentina_2023_Javier_Milei.pdf,"La guerra de los macabeos es el símbolo del triunfo de los débiles por sobre los  poderosos; de los pocos por sobre los muchos, de la luz por sobre la oscuridad y, sobre todas las cosas, de la verdad por sobre la mentira.",guerra macabeos símbolo triunfo débiles poderosos pocos luz oscuridad todas cosas verdad mentira,"{la, de, los, es, el, del, de, los, por, sobre, los, de, los, por, sobre, los, muchos, de, la, por, sobre, la, y, sobre, las, de, la, por, sobre, la}",Neutral,0.0,Neutral,0.0,"['el', 'de', 'sobre']","['guerra', 'macabeo', 'símbolo']"
2023,Argentina,Javier Milei,123,Argentina_2023_Javier_Milei.pdf,"Porque ustedes saben que prefiero decirles una verdad incómoda, antes que una mentira confortable.",ustedes saben prefiero decirles verdad incómoda mentira confortable,"{porque, que, una, antes, que, una}",Neutral,0.0,Neutral,0.0,"['que', 'uno', 'porque']","['tú', 'saber', 'preferir']"
2023,Argentina,Javier Milei,124,Argentina_2023_Javier_Milei.pdf,(APLAUSOS).,aplausos,{},Neutral,0.0,Neutral,0.0,"['(', 'APLAUSOS', ')']",['aplauso']
2023,Argentina,Javier Milei,125,Argentina_2023_Javier_Milei.pdf,Esto y convencido de que vamos a salir adelante. },convencido vamos salir adelante,"{esto, y, de, que, a}",Neutral,0.0,Neutral,0.0,"['este', 'y', 'convencido']","['convencido', 'ir', 'salir']"
2023,Argentina,Javier Milei,126,Argentina_2023_Javier_Milei.pdf,"Recuerdo, cuando hace dos años, junto a la Doctora Villarruel, hoy vicepresidente de la Nación, ingresamos a esta casa como Diputados; recuerdo que, en una entrevista, me habían dicho: “pero si ustedes son dos, en 257, no van a poder hacer nada” y también recuerdo, que ese día, la respuesta fue, una cita del Libro de Macabeos, 319, que dice que “la victoria, en la batalla, no depende de la cantidad de soldados, sino de las Fuerzas que viene del Cielo”.",recuerdo hace dos años junto doctora villarruel hoy vicepresidente nación ingresamos casa diputados recuerdo entrevista dicho si ustedes dos 257 van poder hacer recuerdo día respuesta cita libro macabeos 319 dice victoria batalla depende cantidad soldados sino fuerzas viene cielo,"{cuando, a, la, de, la, a, esta, como, que, en, una, me, habían, pero, son, en, no, a, nada, y, también, que, ese, la, fue, una, del, de, que, que, la, en, la, no, de, la, de, de, las, que, del}",Negativo,-0.5267,Neutral,0.0,"[',', 'el', 'de']","['recordar', 'hacer', 'dos']"
2023,Argentina,Javier Milei,127,Argentina_2023_Javier_Milei.pdf,"Por lo tanto, Dios bendiga a los argentinos y que las Fuerzas del Cielo nos acompañen en este desafío.",dios bendiga argentinos fuerzas cielo acompañen desafío,"{por, lo, tanto, a, los, y, que, las, del, nos, en, este}",Neutral,0.0,Neutral,0.0,"['el', 'por', 'él']","['dio', 'bendiga', 'argentino']"
2023,Argentina,Javier Milei,128,Argentina_2023_Javier_Milei.pdf,"Muchas gracias, será difícil, pero lo vamos a lograr.",muchas gracias difícil vamos lograr,"{será, pero, lo, a}",Neutral,0.0,Neutral,0.0,"[',', 'mucho', 'gracia']","['mucho', 'gracia', 'difícil']"
